n,repetition,seed,method,dimension,runtime_seconds,status,error,timing_scope
200,9,21161621,nLOCO,50,207.93846273701638,SUCCESS,,evaluate_only
200,9,21161621,dLOCO,50,119.41233005188406,SUCCESS,,evaluate_only
200,9,21161621,OT,50,7.260935025755316,SUCCESS,,evaluate_only
200,9,21161621,EOT,50,5.851020645350218,SUCCESS,,evaluate_only
200,9,21161621,FDFI,50,26.57056311611086,SUCCESS,,evaluate_only
200,9,21161621,SHAP,10,1455.9837289517745,SUCCESS,,evaluate_only
400,9,21161621,CPI,50,105.28649975266308,SUCCESS,,evaluate_only
400,9,21161621,LOCO,50,103.52126028388739,SUCCESS,,evaluate_only
400,9,21161621,nLOCO,50,210.62805991899222,SUCCESS,,evaluate_only
400,9,21161621,dLOCO,50,160.3920637439005,SUCCESS,,evaluate_only
400,9,21161621,OT,50,14.12813454028219,SUCCESS,,evaluate_only
400,9,21161621,EOT,50,10.9223806951195,SUCCESS,,evaluate_only
400,9,21161621,FDFI,50,44.231513182632625,SUCCESS,,evaluate_only
400,9,21161621,SHAP,10,1478.866185261868,SUCCESS,,evaluate_only
600,9,21161621,CPI,50,123.6521994411014,SUCCESS,,evaluate_only
600,9,21161621,LOCO,50,97.64175418997183,SUCCESS,,evaluate_only
600,9,21161621,nLOCO,50,204.58825676469132,SUCCESS,,evaluate_only
600,9,21161621,dLOCO,50,236.48838148172945,SUCCESS,,evaluate_only
600,9,21161621,OT,50,19.13118546595797,SUCCESS,,evaluate_only
600,9,21161621,EOT,50,18.21322253998369,SUCCESS,,evaluate_only
600,9,21161621,FDFI,50,56.48447141516954,SUCCESS,,evaluate_only
600,9,21161621,SHAP,10,1447.3485237699933,SUCCESS,,evaluate_only
800,9,21161621,CPI,50,144.21670491015539,SUCCESS,,evaluate_only
800,9,21161621,LOCO,50,92.35972440289333,SUCCESS,,evaluate_only
800,9,21161621,nLOCO,50,197.33438448701054,SUCCESS,,evaluate_only
800,9,21161621,dLOCO,50,313.3450066782534,SUCCESS,,evaluate_only
800,9,21161621,OT,50,26.319534588139504,SUCCESS,,evaluate_only
800,9,21161621,EOT,50,25.76733298180625,SUCCESS,,evaluate_only
800,9,21161621,FDFI,50,72.44090288691223,SUCCESS,,evaluate_only
800,9,21161621,SHAP,10,1523.894059408456,SUCCESS,,evaluate_only
1000,9,21161621,CPI,50,159.30238439235836,SUCCESS,,evaluate_only
1000,9,21161621,LOCO,50,99.20191775308922,SUCCESS,,evaluate_only
1000,9,21161621,nLOCO,50,197.95741775305942,SUCCESS,,evaluate_only
1000,9,21161621,dLOCO,50,384.09416396869346,SUCCESS,,evaluate_only
1000,9,21161621,OT,50,34.616569072939456,SUCCESS,,evaluate_only
1000,9,21161621,EOT,50,34.581336272880435,SUCCESS,,evaluate_only
1000,9,21161621,FDFI,50,90.48684491077438,SUCCESS,,evaluate_only
1000,9,21161621,SHAP,10,1614.8777601760812,SUCCESS,,evaluate_only
200,10,21161721,CPI,50,88.34649719903246,SUCCESS,,evaluate_only
200,10,21161721,LOCO,50,101.32321176119149,SUCCESS,,evaluate_only
200,10,21161721,nLOCO,50,207.08892952278256,SUCCESS,,evaluate_only
200,10,21161721,dLOCO,50,122.07254297612235,SUCCESS,,evaluate_only
200,10,21161721,OT,50,6.242097591981292,SUCCESS,,evaluate_only
200,10,21161721,EOT,50,4.859790445305407,SUCCESS,,evaluate_only
200,10,21161721,FDFI,50,25.65026065800339,SUCCESS,,evaluate_only
200,10,21161721,SHAP,10,1437.4060959131457,SUCCESS,,evaluate_only
400,10,21161721,CPI,50,105.78001970797777,SUCCESS,,evaluate_only
400,10,21161721,LOCO,50,102.34241987671703,SUCCESS,,evaluate_only
400,10,21161721,nLOCO,50,211.9885145178996,SUCCESS,,evaluate_only
400,10,21161721,dLOCO,50,165.63347879238427,SUCCESS,,evaluate_only
400,10,21161721,OT,50,14.199748605955392,SUCCESS,,evaluate_only
400,10,21161721,EOT,50,11.075625921599567,SUCCESS,,evaluate_only
400,10,21161721,FDFI,50,44.829546777997166,SUCCESS,,evaluate_only
400,10,21161721,SHAP,10,1490.2028957228176,SUCCESS,,evaluate_only
600,10,21161721,CPI,50,120.52072939882055,SUCCESS,,evaluate_only
600,10,21161721,LOCO,50,98.88648070720956,SUCCESS,,evaluate_only
600,10,21161721,nLOCO,50,201.92567557515576,SUCCESS,,evaluate_only
600,10,21161721,dLOCO,50,236.14267842797562,SUCCESS,,evaluate_only
600,10,21161721,OT,50,19.13803023379296,SUCCESS,,evaluate_only
600,10,21161721,EOT,50,18.21473446302116,SUCCESS,,evaluate_only
600,10,21161721,FDFI,50,57.24300900194794,SUCCESS,,evaluate_only
600,10,21161721,SHAP,10,1430.322620849125,SUCCESS,,evaluate_only
800,10,21161721,CPI,50,141.89707945892587,SUCCESS,,evaluate_only
800,10,21161721,LOCO,50,94.86027355398983,SUCCESS,,evaluate_only
800,10,21161721,nLOCO,50,207.55932239908725,SUCCESS,,evaluate_only
800,10,21161721,dLOCO,50,317.71253887191415,SUCCESS,,evaluate_only
800,10,21161721,OT,50,26.479559677653015,SUCCESS,,evaluate_only
800,10,21161721,EOT,50,25.756502442993224,SUCCESS,,evaluate_only
800,10,21161721,FDFI,50,73.26067874394357,SUCCESS,,evaluate_only
800,10,21161721,SHAP,10,1499.3734420696273,SUCCESS,,evaluate_only
1000,10,21161721,CPI,50,162.646178541705,SUCCESS,,evaluate_only
1000,10,21161721,LOCO,50,97.2554564899765,SUCCESS,,evaluate_only
1000,10,21161721,nLOCO,50,195.1365163512528,SUCCESS,,evaluate_only
1000,10,21161721,dLOCO,50,387.95192141178995,SUCCESS,,evaluate_only
1000,10,21161721,OT,50,34.603976839687675,SUCCESS,,evaluate_only
1000,10,21161721,EOT,50,34.50263087404892,SUCCESS,,evaluate_only
1000,10,21161721,FDFI,50,101.34248993592337,SUCCESS,,evaluate_only
1000,10,21161721,SHAP,10,1596.7638505659997,SUCCESS,,evaluate_only
200,11,21161821,CPI,50,89.66949821589515,SUCCESS,,evaluate_only
200,11,21161821,LOCO,50,101.59957302780822,SUCCESS,,evaluate_only
200,11,21161821,nLOCO,50,206.13793049706146,SUCCESS,,evaluate_only
200,11,21161821,dLOCO,50,119.23553446121514,SUCCESS,,evaluate_only
200,11,21161821,OT,50,7.185892111156136,SUCCESS,,evaluate_only
200,11,21161821,EOT,50,5.203686090186238,SUCCESS,,evaluate_only
200,11,21161821,FDFI,50,26.16958521772176,SUCCESS,,evaluate_only
200,11,21161821,SHAP,10,1471.588622213807,SUCCESS,,evaluate_only
400,11,21161821,CPI,50,104.92642977368087,SUCCESS,,evaluate_only
400,11,21161821,LOCO,50,102.99882515799254,SUCCESS,,evaluate_only
400,11,21161821,nLOCO,50,207.31350832711905,SUCCESS,,evaluate_only
400,11,21161821,dLOCO,50,167.08411476574838,SUCCESS,,evaluate_only
400,11,21161821,OT,50,14.43774572107941,SUCCESS,,evaluate_only
400,11,21161821,EOT,50,11.292560481000692,SUCCESS,,evaluate_only
400,11,21161821,FDFI,50,44.59169124998152,SUCCESS,,evaluate_only
400,11,21161821,SHAP,10,1465.7433649967425,SUCCESS,,evaluate_only
600,11,21161821,CPI,50,123.78855975391343,SUCCESS,,evaluate_only
600,11,21161821,LOCO,50,92.6666672937572,SUCCESS,,evaluate_only
600,11,21161821,nLOCO,50,186.47505173180252,SUCCESS,,evaluate_only
600,11,21161821,dLOCO,50,214.544597373344,SUCCESS,,evaluate_only
600,11,21161821,OT,50,19.685818201862276,SUCCESS,,evaluate_only
600,11,21161821,EOT,50,18.156694659031928,SUCCESS,,evaluate_only
600,11,21161821,FDFI,50,57.651247408241034,SUCCESS,,evaluate_only
600,11,21161821,SHAP,10,1409.4631176716648,SUCCESS,,evaluate_only
800,11,21161821,CPI,50,144.80584526713938,SUCCESS,,evaluate_only
800,11,21161821,LOCO,50,89.3840730721131,SUCCESS,,evaluate_only
800,11,21161821,nLOCO,50,183.57393515994772,SUCCESS,,evaluate_only
800,11,21161821,dLOCO,50,306.2764055291191,SUCCESS,,evaluate_only
800,11,21161821,OT,50,26.371207575779408,SUCCESS,,evaluate_only
800,11,21161821,EOT,50,25.827350771054626,SUCCESS,,evaluate_only
800,11,21161821,FDFI,50,79.48436608212069,SUCCESS,,evaluate_only
800,11,21161821,SHAP,10,1401.0016419831663,SUCCESS,,evaluate_only
1000,11,21161821,CPI,50,162.33106639422476,SUCCESS,,evaluate_only
1000,11,21161821,LOCO,50,90.9007074139081,SUCCESS,,evaluate_only
1000,11,21161821,nLOCO,50,180.68352695787326,SUCCESS,,evaluate_only
1000,11,21161821,dLOCO,50,359.66598064498976,SUCCESS,,evaluate_only
1000,11,21161821,OT,50,34.90765071893111,SUCCESS,,evaluate_only
1000,11,21161821,EOT,50,34.70751940179616,SUCCESS,,evaluate_only
1000,11,21161821,FDFI,50,102.07192920288071,SUCCESS,,evaluate_only
1000,11,21161821,SHAP,10,1515.3937156470492,SUCCESS,,evaluate_only
200,12,21161921,CPI,50,90.41167406365275,SUCCESS,,evaluate_only
200,12,21161921,LOCO,50,95.09250520681962,SUCCESS,,evaluate_only
200,12,21161921,nLOCO,50,190.94624988595024,SUCCESS,,evaluate_only
200,12,21161921,dLOCO,50,113.85798601992428,SUCCESS,,evaluate_only
200,12,21161921,OT,50,6.928116961847991,SUCCESS,,evaluate_only
200,12,21161921,EOT,50,6.202706965152174,SUCCESS,,evaluate_only
200,12,21161921,FDFI,50,27.080970886629075,SUCCESS,,evaluate_only
200,12,21161921,SHAP,10,1376.2562577999197,SUCCESS,,evaluate_only
400,12,21161921,CPI,50,106.49132980778813,SUCCESS,,evaluate_only
400,12,21161921,LOCO,50,92.06965303095058,SUCCESS,,evaluate_only
400,12,21161921,nLOCO,50,191.90765939094126,SUCCESS,,evaluate_only
400,12,21161921,dLOCO,50,153.18631214508787,SUCCESS,,evaluate_only
400,12,21161921,OT,50,13.341995725873858,SUCCESS,,evaluate_only
400,12,21161921,EOT,50,10.992448069155216,SUCCESS,,evaluate_only
400,12,21161921,FDFI,50,53.08330939617008,SUCCESS,,evaluate_only
400,12,21161921,SHAP,10,1432.5016874191351,SUCCESS,,evaluate_only
600,12,21161921,CPI,50,174.2634112550877,SUCCESS,,evaluate_only
600,12,21161921,LOCO,50,89.50648638466373,SUCCESS,,evaluate_only
600,12,21161921,nLOCO,50,185.97187550272793,SUCCESS,,evaluate_only
600,12,21161921,dLOCO,50,237.17415672494099,SUCCESS,,evaluate_only
600,12,21161921,OT,50,30.803297855891287,SUCCESS,,evaluate_only
600,12,21161921,EOT,50,25.193389995023608,SUCCESS,,evaluate_only
600,12,21161921,FDFI,50,84.7279023383744,SUCCESS,,evaluate_only
600,12,21161921,SHAP,10,1348.083011195995,SUCCESS,,evaluate_only
800,12,21161921,CPI,50,190.42388952337205,SUCCESS,,evaluate_only
800,12,21161921,LOCO,50,91.51929401000962,SUCCESS,,evaluate_only
800,12,21161921,nLOCO,50,208.16380504798144,SUCCESS,,evaluate_only
800,12,21161921,dLOCO,50,320.33673800714314,SUCCESS,,evaluate_only
800,12,21161921,OT,50,27.026016225107014,SUCCESS,,evaluate_only
800,12,21161921,EOT,50,25.734778139274567,SUCCESS,,evaluate_only
800,12,21161921,FDFI,50,74.60701347189024,SUCCESS,,evaluate_only
800,12,21161921,SHAP,10,1554.4365020687692,SUCCESS,,evaluate_only
1000,12,21161921,CPI,50,162.78681059880182,SUCCESS,,evaluate_only
1000,12,21161921,LOCO,50,102.34657936310396,SUCCESS,,evaluate_only
1000,12,21161921,nLOCO,50,214.08519900403917,SUCCESS,,evaluate_only
1000,12,21161921,dLOCO,50,390.4533184650354,SUCCESS,,evaluate_only
1000,12,21161921,OT,50,33.739118012133986,SUCCESS,,evaluate_only
1000,12,21161921,EOT,50,33.74690986517817,SUCCESS,,evaluate_only
1000,12,21161921,FDFI,50,92.03681530803442,SUCCESS,,evaluate_only
1000,12,21161921,SHAP,10,1625.1907623503357,SUCCESS,,evaluate_only
200,13,21162021,CPI,50,89.2307208138518,SUCCESS,,evaluate_only
200,13,21162021,LOCO,50,101.20832450687885,SUCCESS,,evaluate_only
200,13,21162021,nLOCO,50,209.64151013316587,SUCCESS,,evaluate_only
200,13,21162021,dLOCO,50,123.58170837210491,SUCCESS,,evaluate_only
200,13,21162021,OT,50,7.479212711099535,SUCCESS,,evaluate_only
200,13,21162021,EOT,50,7.2334405980072916,SUCCESS,,evaluate_only
200,13,21162021,FDFI,50,26.714512010104954,SUCCESS,,evaluate_only
200,13,21162021,SHAP,10,1448.797646497842,SUCCESS,,evaluate_only
400,13,21162021,CPI,50,105.58140996610746,SUCCESS,,evaluate_only
400,13,21162021,LOCO,50,103.03565556090325,SUCCESS,,evaluate_only
400,13,21162021,nLOCO,50,212.3619208210148,SUCCESS,,evaluate_only
400,13,21162021,dLOCO,50,166.27499764133245,SUCCESS,,evaluate_only
400,13,21162021,OT,50,14.462116442155093,SUCCESS,,evaluate_only
400,13,21162021,EOT,50,11.092960468959063,SUCCESS,,evaluate_only
400,13,21162021,FDFI,50,45.43150372384116,SUCCESS,,evaluate_only
400,13,21162021,SHAP,10,1507.5718368273228,SUCCESS,,evaluate_only
600,13,21162021,CPI,50,125.33915593801066,SUCCESS,,evaluate_only
600,13,21162021,LOCO,50,97.97587727289647,SUCCESS,,evaluate_only
600,13,21162021,nLOCO,50,203.07383368723094,SUCCESS,,evaluate_only
600,13,21162021,dLOCO,50,238.24993127584457,SUCCESS,,evaluate_only
600,13,21162021,OT,50,19.56446922989562,SUCCESS,,evaluate_only
600,13,21162021,EOT,50,18.65208513336256,SUCCESS,,evaluate_only
600,13,21162021,FDFI,50,57.68363444600254,SUCCESS,,evaluate_only
600,13,21162021,SHAP,10,1465.897541007027,SUCCESS,,evaluate_only
800,13,21162021,CPI,50,143.82963970582932,SUCCESS,,evaluate_only
800,13,21162021,LOCO,50,96.83757857885212,SUCCESS,,evaluate_only
800,13,21162021,nLOCO,50,208.3766314610839,SUCCESS,,evaluate_only
800,13,21162021,dLOCO,50,310.40694650588557,SUCCESS,,evaluate_only
800,13,21162021,OT,50,26.50933909090236,SUCCESS,,evaluate_only
800,13,21162021,EOT,50,25.926226295065135,SUCCESS,,evaluate_only
800,13,21162021,FDFI,50,71.96760923415422,SUCCESS,,evaluate_only
800,13,21162021,SHAP,10,1521.0494718370028,SUCCESS,,evaluate_only
1000,13,21162021,CPI,50,163.03459480497986,SUCCESS,,evaluate_only
1000,13,21162021,LOCO,50,98.96385880419984,SUCCESS,,evaluate_only
1000,13,21162021,nLOCO,50,203.2166724880226,SUCCESS,,evaluate_only
1000,13,21162021,dLOCO,50,392.89413962932304,SUCCESS,,evaluate_only
1000,13,21162021,OT,50,34.27137395599857,SUCCESS,,evaluate_only
1000,13,21162021,EOT,50,34.26764772925526,SUCCESS,,evaluate_only
1000,13,21162021,FDFI,50,95.12697246531025,SUCCESS,,evaluate_only
1000,13,21162021,SHAP,10,1595.5643094782718,SUCCESS,,evaluate_only
200,14,21162121,CPI,50,86.93753558816388,SUCCESS,,evaluate_only
200,14,21162121,LOCO,50,99.96816827589646,SUCCESS,,evaluate_only
200,14,21162121,nLOCO,50,208.47604749072343,SUCCESS,,evaluate_only
200,14,21162121,dLOCO,50,122.98433190584183,SUCCESS,,evaluate_only
200,14,21162121,OT,50,7.454307560808957,SUCCESS,,evaluate_only
200,14,21162121,EOT,50,6.854944191873074,SUCCESS,,evaluate_only
200,14,21162121,FDFI,50,26.518259258940816,SUCCESS,,evaluate_only
200,14,21162121,SHAP,10,1485.0849845982157,SUCCESS,,evaluate_only
400,14,21162121,CPI,50,106.39978922670707,SUCCESS,,evaluate_only
400,14,21162121,LOCO,50,104.32261731987819,SUCCESS,,evaluate_only
400,14,21162121,nLOCO,50,213.61695425584912,SUCCESS,,evaluate_only
400,14,21162121,dLOCO,50,167.23725153226405,SUCCESS,,evaluate_only
400,14,21162121,OT,50,14.25355605268851,SUCCESS,,evaluate_only
400,14,21162121,EOT,50,11.289629647973925,SUCCESS,,evaluate_only
400,14,21162121,FDFI,50,44.767072818707675,SUCCESS,,evaluate_only
400,14,21162121,SHAP,10,1539.4352320171893,SUCCESS,,evaluate_only
600,14,21162121,CPI,50,123.40698880469427,SUCCESS,,evaluate_only
600,14,21162121,LOCO,50,97.83685486065224,SUCCESS,,evaluate_only
600,14,21162121,nLOCO,50,203.87506680516526,SUCCESS,,evaluate_only
600,14,21162121,dLOCO,50,230.95833780104294,SUCCESS,,evaluate_only
600,14,21162121,OT,50,21.513745841104537,SUCCESS,,evaluate_only
600,14,21162121,EOT,50,18.14396283403039,SUCCESS,,evaluate_only
600,14,21162121,FDFI,50,58.100968779064715,SUCCESS,,evaluate_only
600,14,21162121,SHAP,10,1500.3780319280922,SUCCESS,,evaluate_only
800,14,21162121,CPI,50,143.51667536702007,SUCCESS,,evaluate_only
800,14,21162121,LOCO,50,98.9538164390251,SUCCESS,,evaluate_only
800,14,21162121,nLOCO,50,206.7377835311927,SUCCESS,,evaluate_only
800,14,21162121,dLOCO,50,303.6481452458538,SUCCESS,,evaluate_only
800,14,21162121,OT,50,26.02967737801373,SUCCESS,,evaluate_only
800,14,21162121,EOT,50,25.382904577068985,SUCCESS,,evaluate_only
800,14,21162121,FDFI,50,73.72754835197702,SUCCESS,,evaluate_only
800,14,21162121,SHAP,10,1561.1963957049884,SUCCESS,,evaluate_only
1000,14,21162121,CPI,50,161.31676335306838,SUCCESS,,evaluate_only
1000,14,21162121,LOCO,50,95.71096508903429,SUCCESS,,evaluate_only
1000,14,21162121,nLOCO,50,193.2232983210124,SUCCESS,,evaluate_only
1000,14,21162121,dLOCO,50,384.76080004591495,SUCCESS,,evaluate_only
1000,14,21162121,OT,50,34.24671173002571,SUCCESS,,evaluate_only
1000,14,21162121,EOT,50,34.22632644791156,SUCCESS,,evaluate_only
1000,14,21162121,FDFI,50,92.21234898408875,SUCCESS,,evaluate_only
1000,14,21162121,SHAP,10,1629.5481906956993,SUCCESS,,evaluate_only
200,15,21162221,CPI,50,88.5766456220299,SUCCESS,,evaluate_only
200,15,21162221,LOCO,50,99.03871981287375,SUCCESS,,evaluate_only
200,15,21162221,nLOCO,50,196.4822595990263,SUCCESS,,evaluate_only
200,15,21162221,dLOCO,50,112.20713698584586,SUCCESS,,evaluate_only
200,15,21162221,OT,50,5.338953956030309,SUCCESS,,evaluate_only
200,15,21162221,EOT,50,5.230546521954238,SUCCESS,,evaluate_only
200,15,21162221,FDFI,50,30.460097514092922,SUCCESS,,evaluate_only
200,15,21162221,SHAP,10,1306.5472881440073,SUCCESS,,evaluate_only
400,15,21162221,CPI,50,104.18596399901435,SUCCESS,,evaluate_only
400,15,21162221,LOCO,50,96.03328489884734,SUCCESS,,evaluate_only
400,15,21162221,nLOCO,50,205.77944012731314,SUCCESS,,evaluate_only
400,15,21162221,dLOCO,50,171.78677953919396,SUCCESS,,evaluate_only
400,15,21162221,OT,50,17.881959040183574,SUCCESS,,evaluate_only
400,15,21162221,EOT,50,12.364326732698828,SUCCESS,,evaluate_only
400,15,21162221,FDFI,50,50.48826994607225,SUCCESS,,evaluate_only
400,15,21162221,SHAP,10,1383.8276147306897,SUCCESS,,evaluate_only
600,15,21162221,CPI,50,125.62132242089137,SUCCESS,,evaluate_only
600,15,21162221,LOCO,50,92.78660353086889,SUCCESS,,evaluate_only
600,15,21162221,nLOCO,50,186.3210587813519,SUCCESS,,evaluate_only
600,15,21162221,dLOCO,50,216.23019467806444,SUCCESS,,evaluate_only
600,15,21162221,OT,50,20.903805091045797,SUCCESS,,evaluate_only
600,15,21162221,EOT,50,18.624850453808904,SUCCESS,,evaluate_only
600,15,21162221,FDFI,50,61.7609135331586,SUCCESS,,evaluate_only
600,15,21162221,SHAP,10,1410.7423579962924,SUCCESS,,evaluate_only
800,15,21162221,CPI,50,142.03867240669206,SUCCESS,,evaluate_only
800,15,21162221,LOCO,50,93.11748367594555,SUCCESS,,evaluate_only
800,15,21162221,nLOCO,50,199.42367358505726,SUCCESS,,evaluate_only
800,15,21162221,dLOCO,50,316.3656331738457,SUCCESS,,evaluate_only
800,15,21162221,OT,50,25.907906591892242,SUCCESS,,evaluate_only
800,15,21162221,EOT,50,25.92478092899546,SUCCESS,,evaluate_only
800,15,21162221,FDFI,50,78.03654963988811,SUCCESS,,evaluate_only
800,15,21162221,SHAP,10,1404.743443171028,SUCCESS,,evaluate_only
1000,15,21162221,CPI,50,161.16606223303825,SUCCESS,,evaluate_only
1000,15,21162221,LOCO,50,84.8740813229233,SUCCESS,,evaluate_only
1000,15,21162221,nLOCO,50,170.49216088000685,SUCCESS,,evaluate_only
1000,15,21162221,dLOCO,50,345.56321543781087,SUCCESS,,evaluate_only
1000,15,21162221,OT,50,34.925414863973856,SUCCESS,,evaluate_only
1000,15,21162221,EOT,50,34.65502879116684,SUCCESS,,evaluate_only
1000,15,21162221,FDFI,50,98.0926915910095,SUCCESS,,evaluate_only
1000,15,21162221,SHAP,10,1465.1442844108678,SUCCESS,,evaluate_only
200,16,21162321,CPI,50,87.28561629028991,SUCCESS,,evaluate_only
200,16,21162321,LOCO,50,90.79989499039948,SUCCESS,,evaluate_only
200,16,21162321,nLOCO,50,167.98275807825848,SUCCESS,,evaluate_only
200,16,21162321,dLOCO,50,101.8211717652157,SUCCESS,,evaluate_only
200,16,21162321,OT,50,7.674524053931236,SUCCESS,,evaluate_only
200,16,21162321,EOT,50,5.97734874393791,SUCCESS,,evaluate_only
200,16,21162321,FDFI,50,28.048956046346575,SUCCESS,,evaluate_only
